Character 1,Weight 1,Acceleration 1,Top Speed 1,Handling 1,On Road Traction 1,Mini Turbo 1,Character 2,Weight 2,Acceleration 2,Top Speed 2,Handling 2,On Road Traction 2,Mini Turbo 2,Map,Outcome,Effective Acceleration 1,Effective Acceleration 2,Effective Speed 1,Effective Speed 2,Power-Ups 1,Power-Ups 2
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,"thunderbolt, mushroom","star, thunderbolt"
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,vanilla_lake,Tie,2.4,2.4,6.2,6.2,thunderbolt,thunderbolt
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,koopa_beach,yoshi,3.3,2.3,3.1,6.2,"star, feather","mushroom, feather"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"red_shell, red_shell",
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,choco_island,donkey_kong_jr,0.30000000000000004,3.3,8.0,2.4000000000000004,feather,"coin, banana_peel"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,star,"mushroom, star"
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,choco_island,yoshi,0,2.3,8.0,4.800000000000001,"red_shell, thunderbolt",thunderbolt
mario,6,2,7,4,4,3,luigi,6,2,7,5,5,3,vanilla_lake,mario,1.4,1.4,7.3,7.3,"star, thunderbolt, thunderbolt",mushroom
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,donut_plains,toad,2.2,3.1999999999999997,4.800000000000001,3.2,,"star, banana_peel, feather"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,koopa_beach,yoshi,2.3,3.3000000000000003,6.2,4.15,thunderbolt,green_shell
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"red_shell, feather, mushroom",mushroom
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,mushroom,"coin, feather"
toad,3,4,4,7,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,toad,3.4,3.4,4.15,3.1,green_shell,
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,star,"thunderbolt, star"
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,choco_island,yoshi,3.3,2.3,2.4000000000000004,4.800000000000001,,
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,donut_plains,donkey_kong_jr,0.19999999999999996,1.1999999999999997,8.0,5.6000000000000005,"banana_peel, feather","feather, star, thunderbolt"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,koopa_beach,mario,1.3000000000000003,3.3000000000000003,7.3,4.15,"star, red_shell, red_shell",
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,"star, feather",thunderbolt
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,red_shell,thunderbolt
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,vanilla_lake,bowser,0,3.4,10.5,3.1,"feather, feather","feather, mushroom"
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,3.2,0.19999999999999996,2.4000000000000004,8.0,mushroom,red_shell
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,donut_plains,toad,1.1999999999999997,3.1999999999999997,5.6000000000000005,3.2,"feather, green_shell",mushroom
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,donut_plains,luigi,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,feather,"star, mushroom"
luigi,6,2,7,5,5,3,koopa_troopa,2,4,3,8,1,4,donut_plains,luigi,1.1999999999999997,3.2,5.6000000000000005,2.4000000000000004,"thunderbolt, thunderbolt, thunderbolt",feather
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,koopa_beach,mario,2.3,1.3000000000000003,6.2,7.3,thunderbolt,red_shell
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,feather,mushroom
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,koopa_beach,yoshi,3.3000000000000003,2.3,4.15,6.2,"mushroom, coin","thunderbolt, thunderbolt"
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,red_shell,star
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,choco_island,donkey_kong_jr,0.30000000000000004,3.3,8.0,2.4000000000000004,coin,mushroom
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,,"feather, mushroom"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,mushroom,"coin, star"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,donut_plains,bowser,0,3.2,8.0,2.4000000000000004,red_shell,"star, mushroom"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,rainbow_road,toad,2.5,3.5,4.800000000000001,3.2,,"star, feather"
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,vanilla_lake,Tie,1.4,1.4,7.3,7.3,"thunderbolt, thunderbolt","thunderbolt, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,princess_peach,4,3,6,5,3,4,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,"thunderbolt, red_shell, feather","mushroom, coin"
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,mushroom,"red_shell, red_shell"
luigi,6,2,7,5,5,3,koopa_troopa,2,4,3,8,1,4,rainbow_road,luigi,1.5,3.5,5.6000000000000005,2.4000000000000004,,thunderbolt
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,donut_plains,yoshi,3.1999999999999997,2.2,3.2,4.800000000000001,red_shell,"thunderbolt, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,choco_island,yoshi,0.30000000000000004,2.3,8.0,4.800000000000001,,"coin, star"
bowser,10,0,10,0,6,0,mario,6,2,7,4,4,3,choco_island,bowser,0,1.3000000000000003,8.0,5.6000000000000005,red_shell,"thunderbolt, feather, thunderbolt"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,"feather, green_shell",mushroom
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,,feather
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,vanilla_lake,mario,1.4,3.4,7.3,3.1,feather,"red_shell, mushroom"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,"thunderbolt, coin",thunderbolt
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,2.4000000000000004,8.0,"red_shell, thunderbolt","mushroom, feather"
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,koopa_beach,princess_peach,3.3,2.3,3.1,6.2,mushroom,red_shell
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,2.4,0,6.2,10.5,"mushroom, red_shell","star, feather"
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,0,2.3,8.0,4.800000000000001,"red_shell, mushroom","red_shell, mushroom"
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,donut_plains,princess_peach,2.2,3.1999999999999997,4.800000000000001,3.2,thunderbolt,green_shell
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,vanilla_lake,mario,1.4,3.4,7.3,3.1,mushroom,"feather, mushroom"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,,
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,rainbow_road,toad,3.5,2.5,3.2,4.800000000000001,"feather, feather, red_shell",thunderbolt
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,donut_plains,luigi,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,"mushroom, star",feather
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,,"star, banana_peel"
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,donut_plains,mario,1.1999999999999997,3.2,5.6000000000000005,2.4000000000000004,"mushroom, red_shell",
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,red_shell,banana_peel
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,star,mushroom
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,banana_peel,star
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,donut_plains,bowser,0,1.1999999999999997,8.0,5.6000000000000005,"feather, red_shell","coin, star, feather"
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"star, coin",feather
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,choco_island,donkey_kong_jr,0.30000000000000004,3.3000000000000003,8.0,3.2,,feather
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,0,2.5,8.0,4.800000000000001,"star, feather",thunderbolt
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,choco_island,bowser,0,1.3000000000000003,8.0,5.6000000000000005,mushroom,coin
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,donut_plains,bowser,0,1.1999999999999997,8.0,5.6000000000000005,,red_shell
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,rainbow_road,donkey_kong_jr,0.5,0,8.0,8.0,"thunderbolt, feather, mushroom",
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,koopa_beach,princess_peach,3.3,2.3,3.1,6.2,star,
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,,
donkey_kong_jr,8,1,10,2,10,1,princess_peach,4,3,6,5,3,4,donut_plains,donkey_kong_jr,0.19999999999999996,2.2,8.0,4.800000000000001,"thunderbolt, thunderbolt","thunderbolt, banana_peel"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,rainbow_road,toad,1.5,3.5,5.6000000000000005,3.2,,thunderbolt
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,feather,
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,3.4,2.4,3.1,6.2,star,red_shell
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,rainbow_road,mario,1.5,3.5,5.6000000000000005,2.4000000000000004,"banana_peel, feather",mushroom
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,vanilla_lake,luigi,3.4,1.4,4.15,7.3,star,thunderbolt
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,koopa_beach,mario,2.3,1.3000000000000003,6.2,7.3,red_shell,
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,"mushroom, coin, banana_peel","feather, thunderbolt"
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,vanilla_lake,bowser,0,1.4,10.5,7.3,feather,"star, red_shell, star"
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,,
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,yoshi,2.5,3.5,4.800000000000001,2.4000000000000004,feather,"star, feather"
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,"thunderbolt, feather","thunderbolt, mushroom"
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,choco_island,mario,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,"feather, mushroom","star, feather"
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,"mushroom, feather",
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,donut_plains,Tie,2.2,2.2,4.800000000000001,4.800000000000001,mushroom,feather
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,choco_island,donkey_kong_jr,0.30000000000000004,3.3000000000000003,8.0,3.2,star,
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,,thunderbolt
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,,
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,3.4,2.4,4.15,6.2,mushroom,
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,donut_plains,yoshi,2.2,3.1999999999999997,4.800000000000001,3.2,mushroom,mushroom
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,choco_island,princess_peach,2.3,2.3,4.800000000000001,4.800000000000001,"mushroom, feather",star
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,3.3000000000000003,1.3000000000000003,4.15,7.3,feather,
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,rainbow_road,donkey_kong_jr,0.5,3.5,8.0,2.4000000000000004,red_shell,"banana_peel, star"
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,red_shell,feather
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,choco_island,yoshi,3.3,2.3,2.4000000000000004,4.800000000000001,green_shell,
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,koopa_beach,yoshi,2.3,2.3,6.2,6.2,"star, feather",
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,,
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,star,thunderbolt
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,donut_plains,princess_peach,2.2,3.1999999999999997,4.800000000000001,3.2,"feather, mushroom","mushroom, mushroom"
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,"feather, banana_peel, star","star, red_shell"
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,vanilla_lake,luigi,2.4,1.4,6.2,7.3,,"mushroom, red_shell"
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,feather,mushroom
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"mushroom, feather, feather",thunderbolt
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,choco_island,bowser,0,3.3000000000000003,8.0,3.2,"mushroom, feather",
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"feather, star",
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,vanilla_lake,mario,2.4,1.4,6.2,7.3,"feather, feather",feather
koopa_troopa,2,4,3,8,1,4,mario,6,2,7,4,4,3,rainbow_road,mario,3.5,1.5,2.4000000000000004,5.6000000000000005,red_shell,mushroom
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,thunderbolt,thunderbolt
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,rainbow_road,Tie,2.5,2.5,4.800000000000001,4.800000000000001,red_shell,red_shell
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,vanilla_lake,luigi,1.4,2.4,7.3,6.2,,green_shell
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,mushroom,"banana_peel, mushroom"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,0,0.30000000000000004,10.5,10.4,"feather, star","mushroom, feather, star"
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,3.2,banana_peel,feather
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,koopa_beach,yoshi,2.3,2.3,6.2,6.2,red_shell,
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,princess_peach,2.4,3.4,6.2,3.1,star,
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,,"red_shell, star"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,0,0.4,10.5,10.4,"star, thunderbolt, green_shell",star
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3000000000000003,10.4,4.15,,"star, red_shell"
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,"feather, mushroom, thunderbolt",mushroom
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,,"star, thunderbolt"
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,choco_island,princess_peach,2.3,0,4.800000000000001,8.0,,"red_shell, mushroom"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,,"coin, feather"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,mushroom,mushroom
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,donut_plains,yoshi,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,star,banana_peel
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,vanilla_lake,luigi,1.4,2.4,7.3,6.2,,red_shell
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,3.4,0.4,3.1,10.4,thunderbolt,"coin, feather"
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,3.2,star,star
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,"red_shell, star",
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,3.3000000000000003,2.3,3.2,4.800000000000001,"red_shell, thunderbolt","coin, red_shell"
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,2.4000000000000004,8.0,feather,green_shell
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,choco_island,toad,3.3000000000000003,2.3,3.2,4.800000000000001,"mushroom, thunderbolt",mushroom
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,rainbow_road,mario,1.5,1.5,5.6000000000000005,5.6000000000000005,mushroom,"red_shell, mushroom"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,banana_peel,feather
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,,mushroom
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,banana_peel,"feather, feather, coin"
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,choco_island,donkey_kong_jr,0.30000000000000004,2.3,8.0,4.800000000000001,star,"feather, star"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,banana_peel,star
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,2.2,2.2,4.800000000000001,4.800000000000001,red_shell,thunderbolt
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,star,"coin, star"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,koopa_beach,bowser,0,3.3,10.5,3.1,"feather, thunderbolt",feather
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,vanilla_lake,donkey_kong_jr,0.4,3.4,10.4,3.1,,mushroom
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,star,"star, red_shell"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,"feather, thunderbolt",red_shell
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,0,0.30000000000000004,8.0,8.0,"coin, mushroom",
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,koopa_beach,princess_peach,2.3,3.3,6.2,3.1,star,
donkey_kong_jr,8,1,10,2,10,1,koopa_troopa,2,4,3,8,1,4,donut_plains,donkey_kong_jr,0.19999999999999996,3.2,8.0,2.4000000000000004,banana_peel,"star, banana_peel"
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,vanilla_lake,luigi,3.4,1.4,3.1,7.3,"feather, mushroom",
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,mushroom,"red_shell, red_shell"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,feather,
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,choco_island,yoshi,3.3000000000000003,2.3,3.2,4.800000000000001,"coin, thunderbolt","star, coin, mushroom"
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,koopa_beach,mario,1.3000000000000003,3.3,7.3,3.1,,star
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"red_shell, star","red_shell, star, feather"
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,donut_plains,donkey_kong_jr,0.19999999999999996,3.1999999999999997,8.0,3.2,"feather, feather",mushroom
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,"mushroom, green_shell",green_shell
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,"red_shell, thunderbolt",mushroom
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,vanilla_lake,yoshi,3.4,2.4,3.1,6.2,"star, thunderbolt",feather
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,3.3,0,3.1,10.5,red_shell,red_shell
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,koopa_beach,mario,3.3000000000000003,1.3000000000000003,4.15,7.3,"coin, red_shell",thunderbolt
yoshi,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,"green_shell, mushroom","red_shell, feather"
mario,6,2,7,4,4,3,koopa_troopa,2,4,3,8,1,4,choco_island,koopa_troopa,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,,"coin, mushroom"
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,choco_island,princess_peach,2.3,2.3,4.800000000000001,4.800000000000001,red_shell,star
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,3.3000000000000003,0.30000000000000004,4.15,10.4,"green_shell, coin",
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3000000000000003,10.4,4.15,"thunderbolt, red_shell","red_shell, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,rainbow_road,donkey_kong_jr,0.5,0,8.0,8.0,"red_shell, star, thunderbolt","star, mushroom"
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,choco_island,toad,3.3000000000000003,2.3,3.2,4.800000000000001,"feather, coin",banana_peel
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,"mushroom, star",banana_peel
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,"thunderbolt, star, feather",mushroom
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,feather,
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,"star, feather","mushroom, feather, thunderbolt"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,banana_peel,"thunderbolt, red_shell"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,,thunderbolt
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,"green_shell, mushroom","star, green_shell"
